Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Test Veh Displacement (L),Actual Tested Testgroup,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,# of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),Axle Ratio,N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,ADFE Test Number,ADFE Total Road Load HP,ADFE Equiv. Test Weight (lbs.),ADFE N/V Ratio,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),PM (g/mi),CH4 (g/mi),N2O (g/mi),RND_ADJ_FE,FE_UNIT,FE Bag 1,FE Bag 2,FE Bag 3,FE Bag 4,DT-Inertia Work Ratio Rating,DT-Absolute Speed Change Ratg,DT-Energy Economy Rating,Target Coef A (lbf),Target Coef B (lbf/mph),Target Coef C (lbf/mph**2),Set Coef A (lbf),Set Coef B (lbf/mph),Set Coef C (lbf/mph**2),Aftertreatment Device Cd,Aftertreatment Device Desc,Police - Emergency Vehicle?,Averaging Group ID,Averaging Weighting Factor,Averaging Method Cd,Averging Method Desc
2024,Toyota,TYX,TOYOTA,GRAND HIGHLANDER HYBRID AWD,24-AS1H,0,2.487,RTYXT02.5P34,Truck,187,4,07,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.64,23.5,1,Not eqipped,RTYX10078373,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0144678,0.1897982,286.8333830,0.0058973,,0.0037021,0.0007507,30.6000000,MPG,23.4315913,33.5387823,,,-0.6800000,-0.1900000,0.1800000,39.656,0.01389,0.030997,99.999,9.99999,9.999999,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,GRAND HIGHLANDER HYBRID AWD,24-AS1H,0,2.487,RTYXT02.5P34,Truck,187,4,07,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.64,23.5,1,Not eqipped,RTYX10078374,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0135141,0.0882819,186.1672706,0.0017347,,0.0040235,0.0004979,47.3000000,MPG,33.8980962,70.3485219,36.9374437,66.1361234,0.1300000,0.1700000,-0.0300000,39.656,0.01389,0.030997,99.999,9.99999,9.999999,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,GRAND HIGHLANDER HYBRID AWD,24-AS1H,0,2.487,RTYXT02.5P34,Truck,187,4,07,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.64,23.5,1,Not eqipped,RTYX10078375,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0015808,0.0253786,192.1148099,0.0003145,,0.0011589,0.0004737,45.8000000,MPG,,,,,-0.4300000,-0.3200000,-0.0500000,39.656,0.01389,0.030997,99.999,9.99999,9.999999,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,GRAND HIGHLANDER HYBRID AWD,24-AS1H,0,2.487,RTYXT02.5P34,Truck,187,4,07,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.64,23.5,1,Not eqipped,RTYX10078379,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0162699,0.1176836,257.5536368,0.0016149,,0.0051208,0,34.1000000,MPG,,,,,1.5000000,1.1200000,0.9200000,39.656,0.01389,0.030997,99.999,9.99999,9.999999,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,GRAND HIGHLANDER HYBRID AWD,24-AS1H,1,2.487,RTYXT02.5P34,Truck,187,4,07,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.64,23.2,1,Not eqipped,RTYX10078376,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0172366,0.0751511,181.4130773,0.0018235,,0.0050176,0.0005067,48.6000000,MPG,34.2938473,70.3562966,38.3907299,68.7261372,0.0100000,0.0400000,-0.1800000,38.037,0.01939,0.030654,21.057,-0.06572,0.030386,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,GRAND HIGHLANDER HYBRID AWD,24-AS1H,1,2.487,RTYXT02.5P34,Truck,187,4,07,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.64,23.2,1,Not eqipped,RTYX10078377,MFR,No,,,,,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,0.1870613,1.3120753,235.8884719,0.0170283,,0.0147483,0.0182064,36.6000000,MPG,22.6914114,54.4037060,31.5395043,,1.7500000,1.1900000,0.6800000,41.841,0.02133,0.033719,21.086,-0.27064,0.034693,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,GRAND HIGHLANDER HYBRID AWD,24-AS1H,1,2.487,RTYXT02.5P34,Truck,187,4,07,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.64,23.2,1,Not eqipped,RTYX10078397,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0185719,0.2000951,285.3965930,0.0103263,,0.0041592,0.0007338,30.8000000,MPG,23.0144436,34.0459815,,,-0.7800000,-0.3500000,0.0400000,38.037,0.01939,0.030654,21.057,-0.06572,0.030386,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,GRAND HIGHLANDER HYBRID AWD,24-AS1H,1,2.487,RTYXT02.5P34,Truck,187,4,07,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.64,23.2,1,Not eqipped,RTYX10078398,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0131968,0.1274042,242.2366408,0.0009551,,0.0064154,0.0089121,36.3000000,MPG,,,,,0.5700000,0.4600000,0.5500000,38.037,0.01939,0.030654,21.057,-0.06572,0.030386,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,GRAND HIGHLANDER HYBRID AWD,24-AS1H,1,2.487,RTYXT02.5P34,Truck,187,4,07,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.64,23.2,1,Not eqipped,RTYX91005401,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0016873,0.0258566,186.0884705,0.0000943,,0.0011623,0,47.7000000,MPG,,,,,1.6505479,1.1215166,-0.3093191,38.037,0.01939,0.030654,21.057,-0.06572,0.030386,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,GRAND HIGHLANDER HYBRID AWD,24-TS1H,1,2.393,RTYXT02.4P33,Truck,265,4,01,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5250,3.74,28.4,1,Not eqipped,RTYX91005371,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0136215,0.1801534,260.1352539,0.0017762,,0.0053002,0.0001901,34.1000000,MPG,25.3458004,43.1804123,30.5404911,42.1136894,-0.8585114,-0.4979717,-1.4489934,36.263,0.45525,0.024589,18.202,0.25583,0.025893,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,GRAND HIGHLANDER HYBRID AWD,24-TS1H,1,2.393,RTYXT02.4P33,Truck,265,4,01,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5250,3.74,28.4,1,Not eqipped,RTYX91005372,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0009249,0.0483427,229.4923401,0.0011153,,0.0007563,0,38.7000000,MPG,,,,,1.5949800,1.3787855,-0.4456379,36.263,0.45525,0.024589,18.202,0.25583,0.025893,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,GRAND HIGHLANDER HYBRID LIMITED,24-AS4H,0,2.487,RTYXT02.5P34,Truck,187,4,08,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.64,23.2,1,Not eqipped,RTYX10078386,MFR,No,,,,,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,0.1943066,1.2839930,233.6613949,0.0148158,,0.0151320,0.0045104,36.9000000,MPG,22.8352950,53.6048511,31.4639433,,1.3400000,0.8900000,0.4900000,40.988,-0.06056,0.033924,9.930,-0.13134,0.033267,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,GRAND HIGHLANDER HYBRID LIMITED,24-AS4H,0,2.487,RTYXT02.5P34,Truck,187,4,08,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.64,23.2,1,Not eqipped,RTYX10078388,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0022506,0.0299026,185.0729811,0.0003483,,0.0016846,0,47.5000000,MPG,,,,,1.2500000,0.8900000,-0.0600000,37.261,-0.05505,0.030840,18.119,-0.10347,0.030066,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,GRAND HIGHLANDER HYBRID LIMITED,24-AS4H,0,2.487,RTYXT02.5P34,Truck,187,4,08,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.64,23.2,1,Not eqipped,RTYX10078392,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0177255,0.1432607,250.5638005,0.0012061,,0.0069080,0,35.0000000,MPG,,,,,1.3200000,1.0100000,0.5700000,37.261,-0.05505,0.030840,18.119,-0.10347,0.030066,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,GRAND HIGHLANDER HYBRID LIMITED,24-AS4H,0,2.487,RTYXT02.5P34,Truck,187,4,08,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.64,23.2,1,Not eqipped,RTYX10078394,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0131313,0.0796003,176.6723543,0.0017682,,0.0046937,0.0003750,49.7000000,MPG,35.1188955,74.5182313,39.6051268,69.2609060,0.2400000,0.1800000,-0.1300000,37.261,-0.05505,0.030840,18.119,-0.10347,0.030066,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,GRAND HIGHLANDER HYBRID LIMITED,24-AS4H,0,2.487,RTYXT02.5P34,Truck,187,4,08,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.64,23.2,1,Not eqipped,RTYX10078400,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0224484,0.1635708,284.5487431,0.0273054,,0.0038692,0.0022906,30.8000000,MPG,22.6700498,34.4863767,,,0.6200000,0.1700000,-0.1900000,37.261,-0.05505,0.030840,18.119,-0.10347,0.030066,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,GRAND HIGHLANDER HYBRID LIMITED,24-AS4H,1,2.487,RTYXT02.5P34,Truck,187,4,08,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.64,23.2,1,Not eqipped,RTYX10078385,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0018952,0.0329304,186.4753107,0.0003993,,0.0017284,0,47.3000000,MPG,,,,,0.9400000,0.6600000,0.0300000,37.261,-0.05505,0.030840,18.119,-0.10347,0.030066,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,GRAND HIGHLANDER HYBRID LIMITED,24-AS4H,1,2.487,RTYXT02.5P34,Truck,187,4,08,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.64,23.2,1,Not eqipped,RTYX10078396,MFR,No,,,,,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,0.1921559,1.2341398,226.9346689,0.0134779,,0.0139180,0.0042592,38.0000000,MPG,24.6757464,45.5278767,34.7474678,,2.0300000,1.4500000,0.8900000,40.988,-0.06056,0.033924,9.930,-0.13134,0.033267,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,GRAND HIGHLANDER HYBRID LIMITED,24-AS4H,1,2.487,RTYXT02.5P34,Truck,187,4,08,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.64,23.2,1,Not eqipped,RTYX10078401,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0108378,0.0898947,244.4229275,0.0010030,,0.0049017,0,36.0000000,MPG,,,,,1.4400000,1.3100000,0.9500000,37.261,-0.05505,0.030840,18.119,-0.10347,0.030066,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,GRAND HIGHLANDER HYBRID LIMITED,24-AS4H,1,2.487,RTYXT02.5P34,Truck,187,4,08,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.64,23.2,1,Not eqipped,RTYX10078402,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0158530,0.1627352,286.4827524,0.0138483,,0.0034079,0.0014017,30.7000000,MPG,22.2935878,34.3373120,,,0.2600000,0.1500000,0.1700000,37.261,-0.05505,0.030840,18.119,-0.10347,0.030066,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,GRAND HIGHLANDER HYBRID LIMITED,24-AS4H,1,2.487,RTYXT02.5P34,Truck,187,4,08,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.64,23.2,1,Not eqipped,RTYX10078403,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0111788,0.0771334,178.1178145,0.0017772,,0.0036515,0.0003948,49.4000000,MPG,34.5726003,76.4530044,37.9010800,72.0983588,0.6400000,0.4600000,0.1200000,37.261,-0.05505,0.030840,18.119,-0.10347,0.030066,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,GRAND HIGHLANDER LE/XLE,24-TS2A,0,2.393,RTYXT02.4P3P,Truck,265,4,07,A,Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.33,25.0,1,Not eqipped,RTYX10078516,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0126522,0.1963138,320.6790658,0.0036602,,0.0060871,0.0005091,27.4000000,MPG,27.4060847,26.4065178,29.5042603,,0.5600000,0.4300000,-0.4000000,30.520,0.11564,0.029187,14.176,-0.02032,0.029490,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,GRAND HIGHLANDER LE/XLE,24-TS2A,0,2.393,RTYXT02.4P3P,Truck,265,4,07,A,Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.33,25.0,1,Not eqipped,RTYX10078519,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0008536,0.0507924,219.5708465,0.0008090,,0.0008863,0,40.0000000,MPG,,,,,0.0200000,-0.0200000,-0.1700000,30.520,0.11564,0.029187,14.176,-0.02032,0.029490,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,GRAND HIGHLANDER LIMITED,24-TS2A,1,2.393,RTYXT02.4P3P,Truck,265,4,07,A,Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.33,25.4,1,Not eqipped,RTYX10078517,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0121629,0.0976588,321.9064292,0.0065881,,0.0066138,0.0014398,27.3000000,MPG,27.3625109,26.2524153,29.5133736,,0.2600000,0.2800000,-0.6000000,31.758,0.11694,0.029484,14.345,-0.02125,0.029682,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,GRAND HIGHLANDER LIMITED,24-TS2A,1,2.393,RTYXT02.4P3P,Truck,265,4,07,A,Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.33,25.4,1,Not eqipped,RTYX10078518,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0020661,0.0316609,219.4422182,0.0016601,,0.0021945,0.0000896,40.2000000,MPG,,,,,1.1000000,0.8600000,-0.1500000,31.758,0.11694,0.029484,14.345,-0.02125,0.029682,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,HIGHLANDER,23-TU2A,0,2.393,PTYXT02.4P3N,Truck,264,4,02,A,Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,3.33,26.3,1,Not eqipped,PTYX10075526,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0138342,0.1194551,330.1405041,0.0046515,,0.0069313,0.0009684,26.6000000,MPG,26.4265099,25.5005928,29.2211396,,1.1400000,0.7100000,-0.1800000,31.414,0.23367,0.025072,13.895,0.08802,0.025619,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,HIGHLANDER,23-TU2A,0,2.393,PTYXT02.4P3N,Truck,264,4,02,A,Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,3.33,26.3,1,Not eqipped,PTYX10075527,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0014351,0.0248615,217.7144204,0.0010639,,0.0016174,0.0000128,40.4000000,MPG,,,,,2.3500000,1.9300000,-0.1800000,31.414,0.23367,0.025072,13.895,0.08802,0.025619,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,HIGHLANDER,23-TU2A,1,2.393,PTYXT02.4P3N,Truck,264,4,03,A,Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,3.33,26.3,1,Not eqipped,PTYX91005121,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0139150,0.1336949,316.3971558,0.0110518,,0.0065351,0.0011463,28.1000000,MPG,27.4884529,26.9697266,30.7410336,,1.1220684,0.5696181,-0.8635066,30.630,0.23356,0.025072,14.151,-0.09316,0.027284,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,HIGHLANDER,23-TU2A,1,2.393,PTYXT02.4P3N,Truck,264,4,03,A,Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,3.33,26.3,1,Not eqipped,PTYX91005123,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0010622,0.0336083,214.3682251,0.0003371,,0.0009129,0.0002808,41.5000000,MPG,,,,,4.0037832,3.5627210,-0.5284141,30.630,0.23356,0.025072,14.151,-0.09316,0.027284,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,HIGHLANDER AWD,23-TU1A,1,2.393,PTYXT02.4P3N,Truck,264,4,01,A,Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.33,26.3,1,Not eqipped,PTYX10075523,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0123604,0.1217076,325.5623615,0.0050297,,0.0066939,0.0006628,27.0000000,MPG,26.6871463,26.0983332,29.3169465,,0.5900000,0.3500000,-0.4000000,41.326,0.26466,0.024339,16.826,0.17635,0.024037,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,HIGHLANDER AWD,23-TU1A,1,2.393,PTYXT02.4P3N,Truck,264,4,01,A,Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.33,26.3,1,Not eqipped,PTYX10075524,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0013749,0.0263100,224.2631974,0.0009675,,0.0014435,0,39.3000000,MPG,,,,,0.7000000,0.5100000,-0.1600000,41.326,0.26466,0.024339,16.826,0.17635,0.024037,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,HIGHLANDER HYBRID,20-AU3H,0,2.487,LTYXT02.5P34,Truck,186,4,02,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.64,22.4,1,Not eqipped,LTYX10060818,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0337559,0.2239917,234.8789354,0.0019924,,,,37.4000000,MPG,,,,,0.4500000,0.2600000,0.3800000,38.111,0.14761,0.025503,18.680,0.07607,0.025254,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,HIGHLANDER HYBRID,20-AU3H,0,2.487,LTYXT02.5P34,Truck,186,4,02,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.64,22.4,1,Not eqipped,LTYX10060820,MFR,No,,,,,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,0.1551156,0.6451285,238.4169086,0.0213432,,,,36.6000000,MPG,24.0161216,41.9290045,33.0927992,,1.5400000,0.9800000,0.7400000,41.922,0.16238,0.028053,16.952,-0.01500,0.028386,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,HIGHLANDER HYBRID,20-AU3H,0,2.487,LTYXT02.5P34,Truck,186,4,02,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.64,22.4,1,Not eqipped,LTYX10060822,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0404712,0.3966141,260.2559635,0.0154256,,,,33.8000000,MPG,23.8802335,38.2251445,,,-0.6300000,-0.3500000,-0.2300000,38.111,0.14761,0.025503,18.680,0.07607,0.025254,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,HIGHLANDER HYBRID,20-AU3H,0,2.487,LTYXT02.5P34,Truck,186,4,02,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.64,22.4,1,Not eqipped,LTYX10061943,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0107983,0.0541917,179.2519196,0.0017518,,0.0033103,0.0003544,49.3000000,MPG,34.7220871,72.3775063,36.7860030,77.4426845,0.5700000,0.2400000,0,38.111,0.14761,0.025503,18.680,0.07607,0.025254,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,HIGHLANDER HYBRID,20-AU3H,0,2.487,LTYXT02.5P34,Truck,186,4,02,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.64,22.4,1,Not eqipped,LTYX10061944,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0019021,0.0559971,182.8281063,0.0003019,,,,48.2000000,MPG,,,,,0.6100000,0.4200000,0.0900000,38.111,0.14761,0.025503,18.680,0.07607,0.025254,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,HIGHLANDER HYBRID AWD,20-AU2H,1,2.487,LTYXT02.5P34,Truck,186,4,01,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.64,22.6,1,Not eqipped,LTYX10061403,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0177642,0.1385376,239.4927739,0.0024981,,,,36.8000000,MPG,,,,,0.9900000,0.7100000,0.5300000,37.194,0.22014,0.025049,19.629,0.12679,0.024907,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,HIGHLANDER HYBRID AWD,20-AU2H,1,2.487,LTYXT02.5P34,Truck,186,4,01,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.64,22.6,1,Not eqipped,LTYX10061404,MFR,No,,,,,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,0.1631270,0.9127745,237.6619087,0.0216539,,,,36.7000000,MPG,22.7294186,46.8995635,32.1121420,,1.3700000,0.8400000,0.6700000,40.913,0.24215,0.027554,19.521,-0.04029,0.028826,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,HIGHLANDER HYBRID AWD,20-AU2H,1,2.487,LTYXT02.5P34,Truck,186,4,01,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.64,22.6,1,Not eqipped,LTYX91004512,EPA,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0193530,0.1372712,268.2288208,0.0071444,,0.0030372,0.0011655,33.2000000,MPG,23.2647896,37.7748032,,,0.1468511,-0.2967056,-0.5483631,37.194,0.22014,0.025049,19.629,0.12679,0.024907,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,HIGHLANDER HYBRID AWD,20-AU2H,1,2.487,LTYXT02.5P34,Truck,186,4,01,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.64,22.6,1,Not eqipped,LTYX91004513,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0013220,0.0157876,192.1964874,0.0004724,,0.0007848,0,46.4000000,MPG,,,,,8.6694326,6.6735606,0.7818817,37.194,0.22014,0.025049,19.629,0.12679,0.024907,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,HIGHLANDER HYBRID AWD,20-AU2H,1,2.487,LTYXT02.5P34,Truck,186,4,01,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.64,22.6,1,Not eqipped,LTYX91004537,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0098682,0.0314789,186.9935150,0.0020317,,0.0019830,0.0002998,47.6000000,MPG,32.1205025,72.1176910,38.5755501,68.2077408,2.3374584,1.3597815,0.4623262,37.194,0.22014,0.025049,19.629,0.12679,0.024907,TWC,Three-way catalyst,N,,,N,No averaging
2024,Toyota,TYX,TOYOTA,HIGHLANDER HYBRID AWD LTD/PLAT,20-AU2H,0,2.487,LTYXT02.5P34,Truck,186,4,01,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.64,22.4,1,Not eqipped,LTYX10060811,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0377056,0.3726859,268.4562986,0.0180795,,,,32.8000000,MPG,23.0186872,37.2583898,,,-0.7500000,-0.4100000,-0.1500000,39.862,0.21746,0.024793,22.090,0.11148,0.024713,TWC,Three-way catalyst,N,,,N,No averaging
